STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WSF2
USW00014745,"CONCORD ASOS, NH US",2/11/1940,6.6,25,102,,4.4,-1.1,
USW00014745,"CONCORD ASOS, NH US",2/12/1940,0,,76,,3.3,-3.9,
USW00014745,"CONCORD ASOS, NH US",2/13/1940,0,0,76,,0.6,-6.1,
USW00014745,"CONCORD ASOS, NH US",2/14/1940,11.4,51,127,,-3.3,-6.1,
USW00014745,"CONCORD ASOS, NH US",2/15/1940,4.3,25,152,,-0.6,-7.2,
USW00014745,"CONCORD ASOS, NH US",2/16/1940,,,152,,-1.1,-8.9,
USW00014745,"CONCORD ASOS, NH US",2/17/1940,,,152,,4.4,-9.4,
USW00014745,"CONCORD ASOS, NH US",2/18/1940,,,127,,6.1,-14.4,
USW00014745,"CONCORD ASOS, NH US",2/19/1940,4.6,0,102,,3.3,-2.2,
USW00014745,"CONCORD ASOS, NH US",2/20/1940,12.7,178,279,,0.6,-0.6,
USW00014745,"CONCORD ASOS, NH US",2/21/1940,0.8,51,305,,1.1,-13.3,
USW00014745,"CONCORD ASOS, NH US",2/22/1940,,,279,,1.1,-20,
USW00014745,"CONCORD ASOS, NH US",2/23/1940,,,279,,3.3,-21.7,
USW00014745,"CONCORD ASOS, NH US",2/24/1940,0.5,25,305,,-3.3,-17.8,
USW00014745,"CONCORD ASOS, NH US",2/25/1940,0,0,279,,1.7,-12.2,
USW00014745,"CONCORD ASOS, NH US",2/26/1940,,,254,,-4.4,-15.6,
USW00014745,"CONCORD ASOS, NH US",2/27/1940,0.5,,254,,-1.1,-20.6,
USW00014745,"CONCORD ASOS, NH US",2/28/1940,1.3,51,305,,-2.8,-15.6,
USW00014745,"CONCORD ASOS, NH US",2/29/1940,,,305,,2.8,-21.7,
USW00014745,"CONCORD ASOS, NH US",3/1/1940,0,,305,,1.7,-12.8,
USW00014745,"CONCORD ASOS, NH US",3/2/1940,0,,279,,0,-23.3,
USW00014745,"CONCORD ASOS, NH US",3/3/1940,0,,279,,5,-6.1,
USW00014745,"CONCORD ASOS, NH US",3/4/1940,10.4,,229,,0,-1.1,
USW00014745,"CONCORD ASOS, NH US",3/5/1940,9.1,,229,,1.7,-2.2,
USW00014745,"CONCORD ASOS, NH US",3/6/1940,8.4,,229,,4.4,0.6,
USW00014745,"CONCORD ASOS, NH US",3/7/1940,0.5,,229,,4.4,0.6,
USW00014745,"CONCORD ASOS, NH US",3/8/1940,0,,203,,4.4,-2.8,
USW00014745,"CONCORD ASOS, NH US",3/9/1940,0,,178,,5,-5.6,
USW00014745,"CONCORD ASOS, NH US",3/10/1940,0,,178,,0,-3.9,
USW00014745,"CONCORD ASOS, NH US",3/11/1940,0,,178,,-3.9,-11.7,
USW00014745,"CONCORD ASOS, NH US",3/12/1940,0,,178,,-2.8,-12.2,
USW00014745,"CONCORD ASOS, NH US",3/13/1940,0,,178,,5,-15,
USW00014745,"CONCORD ASOS, NH US",3/14/1940,0,,152,,6.7,-10.6,
USW00014745,"CONCORD ASOS, NH US",3/15/1940,22.6,,127,,5,0,
USW00014745,"CONCORD ASOS, NH US",3/16/1940,0,,152,,1.1,-3.3,
USW00014745,"CONCORD ASOS, NH US",3/17/1940,0,,127,,2.2,-9.4,
USW00014745,"CONCORD ASOS, NH US",3/18/1940,0,,127,,4.4,-10,
USW00014745,"CONCORD ASOS, NH US",3/19/1940,4.8,,127,,6.1,-1.7,
USW00014745,"CONCORD ASOS, NH US",3/20/1940,1.5,,102,,5.6,-2.2,
USW00014745,"CONCORD ASOS, NH US",3/21/1940,0,,102,,3.3,-2.2,
USW00014745,"CONCORD ASOS, NH US",3/22/1940,5.3,,203,,1.1,-7.8,
USW00014745,"CONCORD ASOS, NH US",3/23/1940,0,,178,,-4.4,-11.7,
USW00014745,"CONCORD ASOS, NH US",3/24/1940,0,,152,,-2.2,-14.4,
USW00014745,"CONCORD ASOS, NH US",3/25/1940,0,,127,,-1.1,-11.1,
USW00014745,"CONCORD ASOS, NH US",3/26/1940,0,,76,,4.4,-6.7,
USW00014745,"CONCORD ASOS, NH US",3/27/1940,0,,76,,2.8,-4.4,
USW00014745,"CONCORD ASOS, NH US",3/28/1940,0,,51,,6.7,-7.8,
USW00014745,"CONCORD ASOS, NH US",3/29/1940,1,,51,,7.2,-5,
USW00014745,"CONCORD ASOS, NH US",3/30/1940,23.9,,0,,5.6,1.7,
USW00014745,"CONCORD ASOS, NH US",3/31/1940,4.1,,0,,13.9,3.9,
USW00014745,"CONCORD ASOS, NH US",4/1/1940,0,,0,,7.2,2.2,
USW00014745,"CONCORD ASOS, NH US",4/2/1940,0,,0,,11.1,-1.1,
USW00014745,"CONCORD ASOS, NH US",4/3/1940,0,,0,,9.4,-4.4,
USW00014745,"CONCORD ASOS, NH US",4/4/1940,8.4,,0,,2.8,0,
USW00014745,"CONCORD ASOS, NH US",4/5/1940,0.5,,0,,8.9,-0.6,
USW00014745,"CONCORD ASOS, NH US",4/6/1940,0,,0,,9.4,-1.7,
USW00014745,"CONCORD ASOS, NH US",4/7/1940,0,,0,,9.4,-1.1,
USW00014745,"CONCORD ASOS, NH US",4/8/1940,18.5,,0,,5.6,-1.7,
USW00014745,"CONCORD ASOS, NH US",4/9/1940,2,,0,,13.3,3.3,
USW00014745,"CONCORD ASOS, NH US",4/10/1940,0,,0,,10,-4.4,
USW00014745,"CONCORD ASOS, NH US",4/11/1940,0,,0,,15,-6.1,
USW00014745,"CONCORD ASOS, NH US",4/12/1940,0,,0,,11.1,4.4,
USW00014745,"CONCORD ASOS, NH US",4/13/1940,33.5,,25,,0.6,-5.6,
USW00014745,"CONCORD ASOS, NH US",4/14/1940,10.9,,0,,4.4,-6.7,
USW00014745,"CONCORD ASOS, NH US",4/15/1940,0,,0,,10,-7.8,
USW00014745,"CONCORD ASOS, NH US",4/16/1940,3.8,,0,,5,2.2,
USW00014745,"CONCORD ASOS, NH US",4/17/1940,0,,0,,11.1,0,
USW00014745,"CONCORD ASOS, NH US",4/18/1940,19.1,,0,,3.3,0,
USW00014745,"CONCORD ASOS, NH US",4/19/1940,0,,0,,15,-1.1,
USW00014745,"CONCORD ASOS, NH US",4/20/1940,15.7,,0,,6.1,-1.1,
USW00014745,"CONCORD ASOS, NH US",4/21/1940,4.8,,0,,2.8,0,
USW00014745,"CONCORD ASOS, NH US",4/22/1940,3,,0,,5,0,
USW00014745,"CONCORD ASOS, NH US",4/23/1940,0,,0,,10.6,1.7,
USW00014745,"CONCORD ASOS, NH US",4/24/1940,0,,0,,11.1,1.7,
USW00014745,"CONCORD ASOS, NH US",4/25/1940,0,,0,,13.3,0,
USW00014745,"CONCORD ASOS, NH US",4/26/1940,2.3,,0,,14.4,-3.3,
USW00014745,"CONCORD ASOS, NH US",4/27/1940,0,,0,,13.9,-2.2,
USW00014745,"CONCORD ASOS, NH US",4/28/1940,0,,0,,18.3,-4.4,
USW00014745,"CONCORD ASOS, NH US",4/29/1940,0,,0,,22.8,-4.4,
USW00014745,"CONCORD ASOS, NH US",4/30/1940,0,,0,,27.2,-0.6,
USW00014745,"CONCORD ASOS, NH US",5/1/1940,0,,,,27.2,5,
USW00014745,"CONCORD ASOS, NH US",5/2/1940,3.8,,,,18.9,12.2,
USW00014745,"CONCORD ASOS, NH US",5/3/1940,16,,,,21.1,11.1,
USW00014745,"CONCORD ASOS, NH US",5/4/1940,53.1,,,,13.9,10,
USW00014745,"CONCORD ASOS, NH US",5/5/1940,1,,,,16.1,1.7,
USW00014745,"CONCORD ASOS, NH US",5/6/1940,1,,,,22.8,-0.6,
USW00014745,"CONCORD ASOS, NH US",5/7/1940,0,,,,22.2,8.9,
USW00014745,"CONCORD ASOS, NH US",5/8/1940,0,,,,21.7,3.3,
USW00014745,"CONCORD ASOS, NH US",5/9/1940,0,,,,20.6,0,
USW00014745,"CONCORD ASOS, NH US",5/10/1940,0,,,,20.6,-2.2,
USW00014745,"CONCORD ASOS, NH US",5/11/1940,0,,,,20.6,-1.7,
USW00014745,"CONCORD ASOS, NH US",5/12/1940,0,,,,14.4,-1.1,
USW00014745,"CONCORD ASOS, NH US",5/13/1940,0,,,,20.6,-3.3,
USW00014745,"CONCORD ASOS, NH US",5/14/1940,0,,,,22.2,0.6,
USW00014745,"CONCORD ASOS, NH US",5/15/1940,0,,,,22.2,2.8,
USW00014745,"CONCORD ASOS, NH US",5/16/1940,0.3,,,,18.3,9.4,
USW00014745,"CONCORD ASOS, NH US",5/17/1940,12.2,,,,20.6,7.2,
USW00014745,"CONCORD ASOS, NH US",5/18/1940,0,,,,18.3,3.3,
USW00014745,"CONCORD ASOS, NH US",5/19/1940,0,,,,24.4,6.1,
USW00014745,"CONCORD ASOS, NH US",5/20/1940,0,,,,20.6,8.3,
USW00014745,"CONCORD ASOS, NH US",5/21/1940,0.3,,,,19.4,7.8,
USW00014745,"CONCORD ASOS, NH US",5/22/1940,0.3,,,,17.2,10,
USW00014745,"CONCORD ASOS, NH US",5/23/1940,4.3,,,,11.1,8.9,
USW00014745,"CONCORD ASOS, NH US",5/24/1940,0.8,,,,13.3,9.4,
USW00014745,"CONCORD ASOS, NH US",5/25/1940,3,,,,13.3,8.9,
USW00014745,"CONCORD ASOS, NH US",5/26/1940,0.5,,,,16.7,10.6,
USW00014745,"CONCORD ASOS, NH US",5/27/1940,0,,,,27.8,11.7,
USW00014745,"CONCORD ASOS, NH US",5/28/1940,2.5,,,,27.2,10,
USW00014745,"CONCORD ASOS, NH US",5/29/1940,0.5,,,,20,5.6,
USW00014745,"CONCORD ASOS, NH US",5/30/1940,0,,,,24.4,2.2,
USW00014745,"CONCORD ASOS, NH US",5/31/1940,60.7,,,,13.3,4.4,
USW00014745,"CONCORD ASOS, NH US",6/1/1940,0.5,,,,26.7,11.7,
USW00014745,"CONCORD ASOS, NH US",6/2/1940,0,,,,27.8,11.7,
USW00014745,"CONCORD ASOS, NH US",6/3/1940,0,,,,31.1,11.1,
USW00014745,"CONCORD ASOS, NH US",6/4/1940,0,,,,25,13.9,
USW00014745,"CONCORD ASOS, NH US",6/5/1940,0.8,,,,32.8,11.7,
USW00014745,"CONCORD ASOS, NH US",6/6/1940,0,,,,26.1,16.1,
USW00014745,"CONCORD ASOS, NH US",6/7/1940,0,,,,27.8,11.7,
USW00014745,"CONCORD ASOS, NH US",6/8/1940,0.5,,,,21.7,11.1,
USW00014745,"CONCORD ASOS, NH US",6/9/1940,6.1,,,,25,12.8,
USW00014745,"CONCORD ASOS, NH US",6/10/1940,0,,,,13.9,10.6,
USW00014745,"CONCORD ASOS, NH US",6/11/1940,0.3,,,,18.9,10.6,
USW00014745,"CONCORD ASOS, NH US",6/12/1940,3.8,,,,25,15,
USW00014745,"CONCORD ASOS, NH US",6/13/1940,0.3,,,,31.7,15.6,
USW00014745,"CONCORD ASOS, NH US",6/14/1940,0,,,,26.1,10,
USW00014745,"CONCORD ASOS, NH US",6/15/1940,9.4,,,,29.4,11.1,
USW00014745,"CONCORD ASOS, NH US",6/16/1940,0,,,,25.6,9.4,
USW00014745,"CONCORD ASOS, NH US",6/17/1940,0,,,,27.8,4.4,
USW00014745,"CONCORD ASOS, NH US",6/18/1940,0,,,,28.3,10.6,
USW00014745,"CONCORD ASOS, NH US",6/19/1940,0.3,,,,30,11.1,
USW00014745,"CONCORD ASOS, NH US",6/20/1940,0,,,,21.1,2.8,
USW00014745,"CONCORD ASOS, NH US",6/21/1940,0,,,,18.9,1.7,
USW00014745,"CONCORD ASOS, NH US",6/22/1940,0,,,,21.7,0,
USW00014745,"CONCORD ASOS, NH US",6/23/1940,0,,,,24.4,1.7,
USW00014745,"CONCORD ASOS, NH US",6/24/1940,5.6,,,,21.1,4.4,
USW00014745,"CONCORD ASOS, NH US",6/25/1940,2.5,,,,12.8,10,
USW00014745,"CONCORD ASOS, NH US",6/26/1940,8.4,,,,19.4,10.6,
USW00014745,"CONCORD ASOS, NH US",6/27/1940,1.8,,,,22.2,8.9,
USW00014745,"CONCORD ASOS, NH US",6/28/1940,5.3,,,,25,7.8,
USW00014745,"CONCORD ASOS, NH US",6/29/1940,1.8,,,,26.7,13.3,
USW00014745,"CONCORD ASOS, NH US",6/30/1940,0,,,,23.3,11.1,
USW00014745,"CONCORD ASOS, NH US",7/1/1940,0,,,,22.8,7.8,
USW00014745,"CONCORD ASOS, NH US",7/2/1940,1,,,,22.8,6.7,
USW00014745,"CONCORD ASOS, NH US",7/3/1940,3.6,,,,26.7,7.8,
USW00014745,"CONCORD ASOS, NH US",7/4/1940,13.7,,,,19.4,8.9,
USW00014745,"CONCORD ASOS, NH US",7/5/1940,0,,,,26.1,6.1,
USW00014745,"CONCORD ASOS, NH US",7/6/1940,0,,,,28.9,6.7,
USW00014745,"CONCORD ASOS, NH US",7/7/1940,0,,,,31.7,8.9,
USW00014745,"CONCORD ASOS, NH US",7/8/1940,0,,,,33.3,13.3,
USW00014745,"CONCORD ASOS, NH US",7/9/1940,1.5,,,,32.8,14.4,
USW00014745,"CONCORD ASOS, NH US",7/10/1940,0,,,,32.2,12.8,
USW00014745,"CONCORD ASOS, NH US",7/11/1940,27.2,,,,26.1,13.3,
USW00014745,"CONCORD ASOS, NH US",7/12/1940,15.7,,,,17.8,10.6,
USW00014745,"CONCORD ASOS, NH US",7/13/1940,0,,,,25,10,
USW00014745,"CONCORD ASOS, NH US",7/14/1940,0,,,,27.8,7.2,
USW00014745,"CONCORD ASOS, NH US",7/15/1940,0,,,,29.4,8.9,
USW00014745,"CONCORD ASOS, NH US",7/16/1940,12.7,,,,24.4,11.7,
USW00014745,"CONCORD ASOS, NH US",7/17/1940,0,,,,27.8,7.8,
USW00014745,"CONCORD ASOS, NH US",7/18/1940,0,,,,30.6,12.2,
USW00014745,"CONCORD ASOS, NH US",7/19/1940,0.3,,,,31.1,17.8,
USW00014745,"CONCORD ASOS, NH US",7/20/1940,7.9,,,,25.6,18.3,
USW00014745,"CONCORD ASOS, NH US",7/21/1940,34.3,,,,28.9,18.3,
USW00014745,"CONCORD ASOS, NH US",7/22/1940,16.5,,,,26.7,13.3,
USW00014745,"CONCORD ASOS, NH US",7/23/1940,0.5,,,,31.1,13.3,
USW00014745,"CONCORD ASOS, NH US",7/24/1940,0,,,,30.6,20,
USW00014745,"CONCORD ASOS, NH US",7/25/1940,0,,,,31.7,20,
USW00014745,"CONCORD ASOS, NH US",7/26/1940,0,,,,33.3,20,
USW00014745,"CONCORD ASOS, NH US",7/27/1940,0,,,,35,20,
USW00014745,"CONCORD ASOS, NH US",7/28/1940,0,,,,31.1,18.9,
USW00014745,"CONCORD ASOS, NH US",7/29/1940,2.8,,,,31.1,18.9,
USW00014745,"CONCORD ASOS, NH US",7/30/1940,37.8,,,,34.4,20.6,
USW00014745,"CONCORD ASOS, NH US",7/31/1940,0,,,,31.7,12.2,
USW00014745,"CONCORD ASOS, NH US",8/1/1940,1,,,,25.6,12.2,
USW00014745,"CONCORD ASOS, NH US",8/2/1940,0,,,,26.1,9.4,
USW00014745,"CONCORD ASOS, NH US",8/3/1940,0,,,,30,7.2,
USW00014745,"CONCORD ASOS, NH US",8/4/1940,0,,,,29.4,10,
USW00014745,"CONCORD ASOS, NH US",8/5/1940,0,,,,30,16.1,
USW00014745,"CONCORD ASOS, NH US",8/6/1940,1.8,,,,32.2,20,
USW00014745,"CONCORD ASOS, NH US",8/7/1940,0,,,,28.9,15,
USW00014745,"CONCORD ASOS, NH US",8/8/1940,0,,,,31.1,11.7,
USW00014745,"CONCORD ASOS, NH US",8/9/1940,0,,,,31.7,11.1,
USW00014745,"CONCORD ASOS, NH US",8/10/1940,0,,,,31.7,12.8,
USW00014745,"CONCORD ASOS, NH US",8/11/1940,0,,,,28.9,16.7,
USW00014745,"CONCORD ASOS, NH US",8/12/1940,0,,,,31.7,16.1,
USW00014745,"CONCORD ASOS, NH US",8/13/1940,3.6,,,,31.1,15.6,
USW00014745,"CONCORD ASOS, NH US",8/14/1940,0,,,,28.3,11.1,
USW00014745,"CONCORD ASOS, NH US",8/15/1940,0,,,,27.2,7.8,
USW00014745,"CONCORD ASOS, NH US",8/16/1940,0,,,,29.4,10,
USW00014745,"CONCORD ASOS, NH US",8/17/1940,0,,,,31.7,10.6,
USW00014745,"CONCORD ASOS, NH US",8/18/1940,0,,,,30,12.2,
USW00014745,"CONCORD ASOS, NH US",8/19/1940,13.5,,,,29.4,16.7,
USW00014745,"CONCORD ASOS, NH US",8/20/1940,3,,,,22.8,7.2,
USW00014745,"CONCORD ASOS, NH US",8/21/1940,0,,,,22.8,4.4,
USW00014745,"CONCORD ASOS, NH US",8/22/1940,0,,,,24.4,5.6,
USW00014745,"CONCORD ASOS, NH US",8/23/1940,1.3,,,,23.9,8.9,
USW00014745,"CONCORD ASOS, NH US",8/24/1940,0,,,,18.3,2.8,
USW00014745,"CONCORD ASOS, NH US",8/25/1940,0,,,,21.7,-1.1,
USW00014745,"CONCORD ASOS, NH US",8/26/1940,0,,,,23.9,4.4,
USW00014745,"CONCORD ASOS, NH US",8/27/1940,0,,,,24.4,1.7,
USW00014745,"CONCORD ASOS, NH US",8/28/1940,0,,,,22.8,3.9,
USW00014745,"CONCORD ASOS, NH US",8/29/1940,0.8,,,,22.2,6.1,
USW00014745,"CONCORD ASOS, NH US",8/30/1940,3,,,,22.2,13.9,
USW00014745,"CONCORD ASOS, NH US",8/31/1940,3,,,,29.4,19.4,
USW00014745,"CONCORD ASOS, NH US",9/1/1940,12.2,,,,28.3,20,
USW00014745,"CONCORD ASOS, NH US",9/2/1940,4.8,,,,27.8,16.7,
USW00014745,"CONCORD ASOS, NH US",9/3/1940,0,,,,26.7,11.1,
USW00014745,"CONCORD ASOS, NH US",9/4/1940,0,,,,25.6,8.3,
USW00014745,"CONCORD ASOS, NH US",9/5/1940,0,,,,23.9,6.7,
USW00014745,"CONCORD ASOS, NH US",9/6/1940,0.5,,,,23.3,2.8,
USW00014745,"CONCORD ASOS, NH US",9/7/1940,0.8,,,,17.2,4.4,
USW00014745,"CONCORD ASOS, NH US",9/8/1940,0,,,,23.3,2.8,
USW00014745,"CONCORD ASOS, NH US",9/9/1940,17.8,,,,13.3,5.6,
USW00014745,"CONCORD ASOS, NH US",9/10/1940,25.4,,,,19.4,10.6,
USW00014745,"CONCORD ASOS, NH US",9/11/1940,0,,,,17.2,6.1,
USW00014745,"CONCORD ASOS, NH US",9/12/1940,0,,,,20.6,5.6,
USW00014745,"CONCORD ASOS, NH US",9/13/1940,0,,,,21.1,4.4,
USW00014745,"CONCORD ASOS, NH US",9/14/1940,0,,,,23.9,3.9,
USW00014745,"CONCORD ASOS, NH US",9/15/1940,0,,,,21.7,5.6,
USW00014745,"CONCORD ASOS, NH US",9/16/1940,1.3,,,,20,5.6,
USW00014745,"CONCORD ASOS, NH US",9/17/1940,0,,,,21.7,8.9,
USW00014745,"CONCORD ASOS, NH US",9/18/1940,0,,,,26.7,6.7,
USW00014745,"CONCORD ASOS, NH US",9/19/1940,0,,,,26.7,9.4,
USW00014745,"CONCORD ASOS, NH US",9/20/1940,5.6,,,,28.3,8.9,
USW00014745,"CONCORD ASOS, NH US",9/21/1940,8.6,,,,26.7,15.6,
USW00014745,"CONCORD ASOS, NH US",9/22/1940,0,,,,23.9,6.7,
USW00014745,"CONCORD ASOS, NH US",9/23/1940,0,,,,23.3,3.3,
USW00014745,"CONCORD ASOS, NH US",9/24/1940,0,,,,22.8,13.3,
USW00014745,"CONCORD ASOS, NH US",9/25/1940,34.3,,,,22.2,5,
USW00014745,"CONCORD ASOS, NH US",9/26/1940,0,,,,12.8,-1.7,
USW00014745,"CONCORD ASOS, NH US",9/27/1940,0,,,,18.9,-3.9,
USW00014745,"CONCORD ASOS, NH US",9/28/1940,0,,,,22.8,0,
USW00014745,"CONCORD ASOS, NH US",9/29/1940,0,,,,23.9,2.2,
USW00014745,"CONCORD ASOS, NH US",9/30/1940,0,,,,17.2,1.1,
USW00014745,"CONCORD ASOS, NH US",10/1/1940,0,,,,16.1,-0.6,
USW00014745,"CONCORD ASOS, NH US",10/2/1940,0,,,,22.2,4.4,
USW00014745,"CONCORD ASOS, NH US",10/3/1940,0,,,,21.1,6.7,
USW00014745,"CONCORD ASOS, NH US",10/4/1940,0,,,,16.7,0.6,
USW00014745,"CONCORD ASOS, NH US",10/5/1940,0,,,,20,-1.1,
USW00014745,"CONCORD ASOS, NH US",10/6/1940,0.3,,,,20,7.8,
USW00014745,"CONCORD ASOS, NH US",10/7/1940,0.3,,,,26.7,13.3,
USW00014745,"CONCORD ASOS, NH US",10/8/1940,9.7,,,,16.1,11.1,
USW00014745,"CONCORD ASOS, NH US",10/9/1940,0,,,,17.8,0.6,
USW00014745,"CONCORD ASOS, NH US",10/10/1940,0,,,,18.3,-2.2,
USW00014745,"CONCORD ASOS, NH US",10/11/1940,0,,,,21.1,-1.7,
USW00014745,"CONCORD ASOS, NH US",10/12/1940,0,,,,24.4,2.2,
USW00014745,"CONCORD ASOS, NH US",10/13/1940,0,,,,20.6,4.4,
USW00014745,"CONCORD ASOS, NH US",10/14/1940,0,,,,20,1.7,
USW00014745,"CONCORD ASOS, NH US",10/15/1940,1.5,,,,22.2,3.3,
USW00014745,"CONCORD ASOS, NH US",10/16/1940,0,,,,11.1,-4.4,
USW00014745,"CONCORD ASOS, NH US",10/17/1940,0.3,,,,9.4,-7.2,
USW00014745,"CONCORD ASOS, NH US",10/18/1940,0,,,,10.6,-4.4,
USW00014745,"CONCORD ASOS, NH US",10/19/1940,0,,,,5.6,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/20/1940,0,,,,9.4,-6.1,
USW00014745,"CONCORD ASOS, NH US",10/21/1940,0,8,0,,5,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/22/1940,0,,,,7.8,-6.7,
USW00014745,"CONCORD ASOS, NH US",10/23/1940,0,,,,18.3,-7.2,
USW00014745,"CONCORD ASOS, NH US",10/24/1940,0,,,,17.8,-2.8,
USW00014745,"CONCORD ASOS, NH US",10/25/1940,0,,,,12.8,-1.7,
USW00014745,"CONCORD ASOS, NH US",10/26/1940,0,0,0,,10,-1.1,
USW00014745,"CONCORD ASOS, NH US",10/27/1940,0,,,,6.1,-7.2,
USW00014745,"CONCORD ASOS, NH US",10/28/1940,0,,,,6.7,-7.2,
USW00014745,"CONCORD ASOS, NH US",10/29/1940,0,,,,12.2,-8.3,
USW00014745,"CONCORD ASOS, NH US",10/30/1940,2.8,,,,6.1,-3.3,
USW00014745,"CONCORD ASOS, NH US",10/31/1940,1.8,,,,12.8,-4.4,
USW00014745,"CONCORD ASOS, NH US",11/1/1940,0,,,,12.8,-7.2,
USW00014745,"CONCORD ASOS, NH US",11/2/1940,62.7,,,,10.6,2.8,
USW00014745,"CONCORD ASOS, NH US",11/3/1940,0,,,,13.9,2.8,
USW00014745,"CONCORD ASOS, NH US",11/4/1940,0,,,,16.1,1.1,
USW00014745,"CONCORD ASOS, NH US",11/5/1940,0,,,,17.8,1.7,
USW00014745,"CONCORD ASOS, NH US",11/6/1940,2.8,,,,11.7,2.2,
USW00014745,"CONCORD ASOS, NH US",11/7/1940,0.5,,,,6.1,1.7,
USW00014745,"CONCORD ASOS, NH US",11/8/1940,0,,,,8.3,1.1,
USW00014745,"CONCORD ASOS, NH US",11/9/1940,0,,,,7.8,-5.6,
USW00014745,"CONCORD ASOS, NH US",11/10/1940,0,,,,7.8,-6.1,
USW00014745,"CONCORD ASOS, NH US",11/11/1940,1.5,,,,12.8,1.7,
USW00014745,"CONCORD ASOS, NH US",11/12/1940,14.5,,,,15.6,3.9,
USW00014745,"CONCORD ASOS, NH US",11/13/1940,10.4,,,,6.7,2.8,
USW00014745,"CONCORD ASOS, NH US",11/14/1940,24.1,,,,6.1,3.3,
USW00014745,"CONCORD ASOS, NH US",11/15/1940,20.3,,,,6.7,3.3,
USW00014745,"CONCORD ASOS, NH US",11/16/1940,0,,,,5.6,-1.7,
USW00014745,"CONCORD ASOS, NH US",11/17/1940,0,,,,3.3,-2.8,
USW00014745,"CONCORD ASOS, NH US",11/18/1940,0,,,,3.9,-3.9,
USW00014745,"CONCORD ASOS, NH US",11/19/1940,0,,,,8.9,-3.3,
USW00014745,"CONCORD ASOS, NH US",11/20/1940,0,,,,13.9,-0.6,
USW00014745,"CONCORD ASOS, NH US",11/21/1940,0,,,,13.3,-3.3,
USW00014745,"CONCORD ASOS, NH US",11/22/1940,0.3,,,,19.4,4.4,
USW00014745,"CONCORD ASOS, NH US",11/23/1940,0.5,,,,4.4,0.6,
USW00014745,"CONCORD ASOS, NH US",11/24/1940,3.3,,,,3.3,0,
USW00014745,"CONCORD ASOS, NH US",11/25/1940,0,,,,0,-6.7,
USW00014745,"CONCORD ASOS, NH US",11/26/1940,3.6,,,,1.1,-9.4,
USW00014745,"CONCORD ASOS, NH US",11/27/1940,10.2,,178,,-3.3,-7.8,
USW00014745,"CONCORD ASOS, NH US",11/28/1940,0,,178,,0,-10,
USW00014745,"CONCORD ASOS, NH US",11/29/1940,1.5,,203,,-3.3,-19.4,
USW00014745,"CONCORD ASOS, NH US",11/30/1940,3.3,,203,,2.8,-11.1,
USW00014745,"CONCORD ASOS, NH US",12/1/1940,8.4,,229,,3.3,-8.9,
USW00014745,"CONCORD ASOS, NH US",12/2/1940,0,,229,,-3.9,-15,
USW00014745,"CONCORD ASOS, NH US",12/3/1940,0,,229,,-7.2,-23.9,
USW00014745,"CONCORD ASOS, NH US",12/4/1940,1.8,,229,,-9.4,-29.4,
USW00014745,"CONCORD ASOS, NH US",12/5/1940,2.3,,229,,-5.6,-11.1,
USW00014745,"CONCORD ASOS, NH US",12/6/1940,0,,229,,-5,-13.9,
USW00014745,"CONCORD ASOS, NH US",12/7/1940,0,,178,,8.9,-15,
USW00014745,"CONCORD ASOS, NH US",12/8/1940,0,,178,,7.8,-2.2,
USW00014745,"CONCORD ASOS, NH US",12/9/1940,0,,152,,1.7,-15,
USW00014745,"CONCORD ASOS, NH US",12/10/1940,0,,127,,5.6,-15.6,
USW00014745,"CONCORD ASOS, NH US",12/11/1940,0,,102,,2.8,-6.7,
USW00014745,"CONCORD ASOS, NH US",12/12/1940,6.6,,203,,-1.1,-6.1,
USW00014745,"CONCORD ASOS, NH US",12/13/1940,0.3,,152,,3.9,-12.2,
USW00014745,"CONCORD ASOS, NH US",12/14/1940,0,,152,,-2.2,-17.8,
USW00014745,"CONCORD ASOS, NH US",12/15/1940,0,,152,,2.8,-20.6,
USW00014745,"CONCORD ASOS, NH US",12/16/1940,24.6,,152,,0.6,-10.6,
USW00014745,"CONCORD ASOS, NH US",12/17/1940,0.8,,127,,2.8,-13.3,
USW00014745,"CONCORD ASOS, NH US",12/18/1940,0,,102,,0.6,-15.6,
USW00014745,"CONCORD ASOS, NH US",12/19/1940,0,,76,,2.8,-10.6,
USW00014745,"CONCORD ASOS, NH US",12/20/1940,0,,76,,4.4,-2.8,
USW00014745,"CONCORD ASOS, NH US",12/21/1940,0,,76,,5.6,-2.2,
USW00014745,"CONCORD ASOS, NH US",12/22/1940,0,,76,,2.2,-0.6,
USW00014745,"CONCORD ASOS, NH US",12/23/1940,0,,51,,0.6,-11.7,
USW00014745,"CONCORD ASOS, NH US",12/24/1940,0,,51,,2.8,-15,
USW00014745,"CONCORD ASOS, NH US",12/25/1940,0,,51,,7.8,-12.2,
USW00014745,"CONCORD ASOS, NH US",12/26/1940,4.1,,51,,1.7,-9.4,
USW00014745,"CONCORD ASOS, NH US",12/27/1940,2.5,,51,,4.4,-0.6,
USW00014745,"CONCORD ASOS, NH US",12/28/1940,15.5,,25,,2.8,0,
USW00014745,"CONCORD ASOS, NH US",12/29/1940,7.4,,25,,3.3,0.6,
