STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
SZ000003700,"ZUERICH FLUNTERN, SZ",8/10/1980,0,0,19.6,25.4,14.6
SZ000003700,"ZUERICH FLUNTERN, SZ",8/11/1980,2.7,0,20.1,25,15
SZ000003700,"ZUERICH FLUNTERN, SZ",8/12/1980,5.7,0,16.5,19.7,14.1
SZ000003700,"ZUERICH FLUNTERN, SZ",8/13/1980,1.3,0,14,16,12
SZ000003700,"ZUERICH FLUNTERN, SZ",8/14/1980,0,0,18.3,23.4,13.4
SZ000003700,"ZUERICH FLUNTERN, SZ",8/15/1980,11.9,0,18.8,24.8,13.2
SZ000003700,"ZUERICH FLUNTERN, SZ",8/16/1980,9.1,0,15,16.1,14.7
SZ000003700,"ZUERICH FLUNTERN, SZ",8/17/1980,0,0,16.2,20.4,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/18/1980,0,0,17.4,22.1,13.6
SZ000003700,"ZUERICH FLUNTERN, SZ",8/19/1980,0,0,18,24.2,13.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/20/1980,0,0,19,22.9,16.2
SZ000003700,"ZUERICH FLUNTERN, SZ",8/21/1980,0,0,19.9,26.2,14.9
SZ000003700,"ZUERICH FLUNTERN, SZ",8/22/1980,0,0,17.5,21.1,15.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/23/1980,0,0,12.8,17.2,10.3
SZ000003700,"ZUERICH FLUNTERN, SZ",8/24/1980,0,0,12.6,17.9,6.8
SZ000003700,"ZUERICH FLUNTERN, SZ",8/25/1980,0,0,13.8,19.8,6.7
SZ000003700,"ZUERICH FLUNTERN, SZ",8/26/1980,0.3,0,14.9,21.6,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/27/1980,3,0,16.6,19.6,14.4
SZ000003700,"ZUERICH FLUNTERN, SZ",8/28/1980,0,0,17.5,19.9,15.6
SZ000003700,"ZUERICH FLUNTERN, SZ",8/29/1980,0,0,19.1,23.9,16
SZ000003700,"ZUERICH FLUNTERN, SZ",8/30/1980,7.1,0,18.5,21.7,16.5
SZ000003700,"ZUERICH FLUNTERN, SZ",8/31/1980,0.7,0,13.1,15,11.8
SZ000003700,"ZUERICH FLUNTERN, SZ",9/1/1980,0,0,12.6,15.4,11.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/2/1980,0,0,12.8,18.5,7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/3/1980,0,0,14.7,23.5,8
SZ000003700,"ZUERICH FLUNTERN, SZ",9/4/1980,0,0,18.5,25,12.4
SZ000003700,"ZUERICH FLUNTERN, SZ",9/5/1980,17.8,0,17,24.6,14.1
SZ000003700,"ZUERICH FLUNTERN, SZ",9/6/1980,0,0,14,18.1,10.8
SZ000003700,"ZUERICH FLUNTERN, SZ",9/7/1980,0,0,14.1,21,8.6
SZ000003700,"ZUERICH FLUNTERN, SZ",9/8/1980,3.6,0,17.4,23.9,11.6
SZ000003700,"ZUERICH FLUNTERN, SZ",9/9/1980,2.6,0,13.8,14.7,11.2
SZ000003700,"ZUERICH FLUNTERN, SZ",9/10/1980,0.5,0,13.1,17.2,10.2
SZ000003700,"ZUERICH FLUNTERN, SZ",9/11/1980,0.2,0,14.7,17.8,12.7
SZ000003700,"ZUERICH FLUNTERN, SZ",9/12/1980,0.6,0,16.2,21.6,12.2
SZ000003700,"ZUERICH FLUNTERN, SZ",9/13/1980,0,0,14.9,17.7,13.4
SZ000003700,"ZUERICH FLUNTERN, SZ",9/14/1980,0,0,13.8,17.6,11
SZ000003700,"ZUERICH FLUNTERN, SZ",9/15/1980,0,0,14.2,21.5,9.2
SZ000003700,"ZUERICH FLUNTERN, SZ",9/16/1980,0,0,15.1,22.1,9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/17/1980,0,0,16.4,22.6,11.9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/18/1980,0,0,16.2,21.6,12
SZ000003700,"ZUERICH FLUNTERN, SZ",9/19/1980,0,0,17.7,23.9,13.1
SZ000003700,"ZUERICH FLUNTERN, SZ",9/20/1980,0,0,18.1,24.2,13.9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/21/1980,0,0,17.3,22.5,13
SZ000003700,"ZUERICH FLUNTERN, SZ",9/22/1980,7.4,0,16.8,20.5,13.3
SZ000003700,"ZUERICH FLUNTERN, SZ",9/23/1980,0.7,0,15.8,19.8,13
SZ000003700,"ZUERICH FLUNTERN, SZ",9/24/1980,0,0,13.6,19.2,10.5
SZ000003700,"ZUERICH FLUNTERN, SZ",9/25/1980,0,0,15,20.7,10.8
SZ000003700,"ZUERICH FLUNTERN, SZ",9/26/1980,0,0,14.9,19.4,12.7
SZ000003700,"ZUERICH FLUNTERN, SZ",9/27/1980,0,0,12.9,16,11.7
SZ000003700,"ZUERICH FLUNTERN, SZ",9/28/1980,0,0,12,14.6,10.9
SZ000003700,"ZUERICH FLUNTERN, SZ",9/29/1980,0,0,12.3,17,10.3
SZ000003700,"ZUERICH FLUNTERN, SZ",9/30/1980,0,0,14.5,19.6,9.4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/1/1980,0.1,0,14.1,18.2,12.3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/2/1980,0.2,0,13,15.9,10.7
SZ000003700,"ZUERICH FLUNTERN, SZ",10/3/1980,0,0,12.4,16.1,9
SZ000003700,"ZUERICH FLUNTERN, SZ",10/4/1980,0,0,12.5,17.8,7.7
SZ000003700,"ZUERICH FLUNTERN, SZ",10/5/1980,0,0,12.9,16.9,10.2
SZ000003700,"ZUERICH FLUNTERN, SZ",10/6/1980,0,0,12.6,17.5,9.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/7/1980,22.7,0,13.7,19.3,10.2
SZ000003700,"ZUERICH FLUNTERN, SZ",10/8/1980,1.9,0,8.1,11,6.7
SZ000003700,"ZUERICH FLUNTERN, SZ",10/9/1980,7.1,0,5.3,7.2,4.1
SZ000003700,"ZUERICH FLUNTERN, SZ",10/10/1980,2.6,0,5.6,9.2,3.8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/11/1980,2.4,0,6.5,11.2,3.4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/12/1980,8.3,0,6.7,7.6,5.4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/13/1980,5.6,0,5.3,6.4,4.8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/14/1980,0.6,0,5.3,7.5,2.8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/15/1980,0,0,6.3,7.9,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/16/1980,5,0,11.8,19.2,5.1
SZ000003700,"ZUERICH FLUNTERN, SZ",10/17/1980,18.6,0,9,10.3,6
SZ000003700,"ZUERICH FLUNTERN, SZ",10/18/1980,22.2,0,6,6.6,5.3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/19/1980,0.6,0,5.4,6.1,4.9
SZ000003700,"ZUERICH FLUNTERN, SZ",10/20/1980,0,0,4.7,9.6,1.6
SZ000003700,"ZUERICH FLUNTERN, SZ",10/21/1980,0,0,4.2,9.8,0
SZ000003700,"ZUERICH FLUNTERN, SZ",10/22/1980,0,0,6.8,13.1,2.8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/23/1980,7.4,0,7.6,10.7,4.8
SZ000003700,"ZUERICH FLUNTERN, SZ",10/24/1980,20.6,0,9.3,11.4,7.2
SZ000003700,"ZUERICH FLUNTERN, SZ",10/25/1980,1.4,0,6.9,7.3,6.2
SZ000003700,"ZUERICH FLUNTERN, SZ",10/26/1980,0,0,5.7,10.3,2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",10/27/1980,0,0,7.4,14,3
SZ000003700,"ZUERICH FLUNTERN, SZ",10/28/1980,0,0,9.5,17.6,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/29/1980,0,0,12.8,18.9,8.4
SZ000003700,"ZUERICH FLUNTERN, SZ",10/30/1980,0,0,8.3,10.9,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",10/31/1980,0,0,4.4,6.7,1.3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/1/1980,0,0,2.6,3.4,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/2/1980,0,0,-1.3,-0.4,-2.3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/3/1980,0,0,-2.4,-1.7,-2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",11/4/1980,0.1,0,-2,-1.3,-2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/5/1980,0,0,-1.9,-1.3,-2.4
SZ000003700,"ZUERICH FLUNTERN, SZ",11/6/1980,0,0,-1.2,1.2,-2.2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/7/1980,0.6,0,2.1,5.4,-0.3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/8/1980,0,0,4,7.4,1.8
SZ000003700,"ZUERICH FLUNTERN, SZ",11/9/1980,0.2,0,4.3,6.7,1.7
SZ000003700,"ZUERICH FLUNTERN, SZ",11/10/1980,0.2,0,0.8,1,0.1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/11/1980,0,0,-0.4,1.7,-1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/12/1980,7.4,0,-0.4,1.1,-2.1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/13/1980,0,20,-1.9,0.3,-4.4
SZ000003700,"ZUERICH FLUNTERN, SZ",11/14/1980,0,10,-1.7,2.4,-2.8
SZ000003700,"ZUERICH FLUNTERN, SZ",11/15/1980,1.8,10,4.3,10.8,-2.1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/16/1980,0.8,0,11.6,16,5.9
SZ000003700,"ZUERICH FLUNTERN, SZ",11/17/1980,1.9,0,8.9,13.3,5.3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/18/1980,5.2,0,9.3,11.3,6.8
SZ000003700,"ZUERICH FLUNTERN, SZ",11/19/1980,0,0,8,10.2,5.8
SZ000003700,"ZUERICH FLUNTERN, SZ",11/20/1980,0,0,7.8,12.4,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/21/1980,0,0,8.2,13.6,5.2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/22/1980,0,0,6.9,11.8,3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/23/1980,0,0,7.1,13.7,3.8
SZ000003700,"ZUERICH FLUNTERN, SZ",11/24/1980,0,0,6.1,10.8,2.6
SZ000003700,"ZUERICH FLUNTERN, SZ",11/25/1980,0,0,6,10.2,2.3
SZ000003700,"ZUERICH FLUNTERN, SZ",11/26/1980,14.4,0,5.4,8.3,2.1
SZ000003700,"ZUERICH FLUNTERN, SZ",11/27/1980,0,0,1.2,2.2,0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",11/28/1980,2.1,0,0.5,3.4,-0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",11/29/1980,6,30,-1.8,-1.5,-3.2
SZ000003700,"ZUERICH FLUNTERN, SZ",11/30/1980,8.5,110,-2.4,-1,-3.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/1/1980,0,190,-6.8,-5.9,-8.4
SZ000003700,"ZUERICH FLUNTERN, SZ",12/2/1980,2.6,130,-8.3,-3.1,-12.4
SZ000003700,"ZUERICH FLUNTERN, SZ",12/3/1980,5.3,160,-2.8,-2,-5.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/4/1980,5.9,190,-2.5,-1.2,-5.8
SZ000003700,"ZUERICH FLUNTERN, SZ",12/5/1980,3.2,240,-1,4.3,-2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",12/6/1980,6.4,170,2.2,3,0.3
SZ000003700,"ZUERICH FLUNTERN, SZ",12/7/1980,0,120,-3.4,-2.2,-5.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/8/1980,0,110,-6.8,-4.3,-8.7
SZ000003700,"ZUERICH FLUNTERN, SZ",12/9/1980,0,100,-8.1,-5.1,-10.7
SZ000003700,"ZUERICH FLUNTERN, SZ",12/10/1980,0,90,-2.7,1.7,-7.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/11/1980,0,80,1.2,5.8,-1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",12/12/1980,0,50,0.4,4.3,-1.8
SZ000003700,"ZUERICH FLUNTERN, SZ",12/13/1980,0.8,40,2,8.7,-2.2
SZ000003700,"ZUERICH FLUNTERN, SZ",12/14/1980,0.4,30,7.1,10.2,2.4
SZ000003700,"ZUERICH FLUNTERN, SZ",12/15/1980,7.1,0,7.7,10.1,4.7
SZ000003700,"ZUERICH FLUNTERN, SZ",12/16/1980,1,0,3.6,6.3,2.1
SZ000003700,"ZUERICH FLUNTERN, SZ",12/17/1980,0,0,0.2,2.4,-0.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/18/1980,2.5,0,0.8,3,-2.4
SZ000003700,"ZUERICH FLUNTERN, SZ",12/19/1980,0,20,-0.3,0.8,-0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",12/20/1980,2.2,10,-0.8,3.2,-3.2
SZ000003700,"ZUERICH FLUNTERN, SZ",12/21/1980,4.5,10,2.4,3.7,0.1
SZ000003700,"ZUERICH FLUNTERN, SZ",12/22/1980,0.3,0,2,3.6,1
SZ000003700,"ZUERICH FLUNTERN, SZ",12/23/1980,0,0,4.1,6.8,1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",12/24/1980,0,0,5.2,8.8,3.7
SZ000003700,"ZUERICH FLUNTERN, SZ",12/25/1980,0.8,0,3.8,5.9,-0.1
SZ000003700,"ZUERICH FLUNTERN, SZ",12/26/1980,1.9,0,2.6,3.9,0.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/27/1980,0.2,20,-0.6,0.6,-1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",12/28/1980,0,20,-1.5,-0.3,-3
SZ000003700,"ZUERICH FLUNTERN, SZ",12/29/1980,0,0,-3.8,-1.9,-4.9
SZ000003700,"ZUERICH FLUNTERN, SZ",12/30/1980,0,0,-3.7,-1.7,-5.6
SZ000003700,"ZUERICH FLUNTERN, SZ",12/31/1980,0,0,-2.3,3.6,-4.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/1/1981,0.9,0,1.8,4.7,-1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/2/1981,5.2,10,1.1,3.2,-0.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/3/1981,17.1,0,4.6,7.8,2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/4/1981,13.6,0,2.1,4.4,-2.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/5/1981,1.3,60,-0.8,1.3,-1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/6/1981,7.3,80,-1,1.5,-2.8
SZ000003700,"ZUERICH FLUNTERN, SZ",1/7/1981,3.4,190,-3.2,-1.9,-6.1
SZ000003700,"ZUERICH FLUNTERN, SZ",1/8/1981,0,190,-6.6,-3.6,-9.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/9/1981,0,160,-5.4,-3.1,-8.4
SZ000003700,"ZUERICH FLUNTERN, SZ",1/10/1981,1,150,-1.7,-0.2,-3.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/11/1981,0,140,-1.2,-0.7,-1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/12/1981,5.8,120,-1.1,0.6,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/13/1981,3.3,160,-2,-0.6,-6.3
SZ000003700,"ZUERICH FLUNTERN, SZ",1/14/1981,7.4,230,-4.1,3.1,-7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/15/1981,9.3,150,0.7,2.8,-2.3
SZ000003700,"ZUERICH FLUNTERN, SZ",1/16/1981,0.1,230,-1.8,0.1,-3.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/17/1981,4.2,210,,5.1,-0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",1/18/1981,3,130,,2.4,0.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/19/1981,6.1,140,2.8,4.2,-0.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/20/1981,5.2,130,0.2,1.6,-1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/21/1981,0,160,-2.6,-0.8,-5.7
SZ000003700,"ZUERICH FLUNTERN, SZ",1/22/1981,0,150,-6.4,-4.3,-8.6
SZ000003700,"ZUERICH FLUNTERN, SZ",1/23/1981,0,140,-7.6,-5.7,-9.4
SZ000003700,"ZUERICH FLUNTERN, SZ",1/24/1981,0,140,-6.6,-4.6,-8.9
SZ000003700,"ZUERICH FLUNTERN, SZ",1/25/1981,0.3,140,-4.6,0.1,-7.6
SZ000003700,"ZUERICH FLUNTERN, SZ",1/26/1981,0.7,150,0.9,2.4,-2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/27/1981,0,130,-3.5,-2.4,-4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",1/28/1981,0,130,-4.5,-2.3,-6.4
SZ000003700,"ZUERICH FLUNTERN, SZ",1/29/1981,0,130,-5.6,-4.5,-7.1
SZ000003700,"ZUERICH FLUNTERN, SZ",1/30/1981,0,130,-6.1,-2.3,-8.2
SZ000003700,"ZUERICH FLUNTERN, SZ",1/31/1981,0,120,-5.4,-1.6,-7.9
SZ000003700,"ZUERICH FLUNTERN, SZ",2/1/1981,0,120,-4,0.4,-6.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/2/1981,0,120,-3.4,1.2,-5.4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/3/1981,7.9,120,0,6.3,-5.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/4/1981,4.4,100,3.1,5,0.4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/5/1981,1.2,60,0.2,1.5,-1.1
SZ000003700,"ZUERICH FLUNTERN, SZ",2/6/1981,1.8,80,1.1,4.5,-0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/7/1981,0,20,4.7,6.5,2.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/8/1981,0,10,5,7.1,2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",2/9/1981,0.1,0,2.8,4.7,0.4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/10/1981,2.1,0,2.6,5.1,0.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/11/1981,0,0,-0.3,2.7,-1.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/12/1981,0,10,-1.9,1.1,-4.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/13/1981,0,0,-3.5,0.9,-6.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/14/1981,0,0,-3.7,1.3,-7.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/15/1981,0,0,-2.7,2.6,-6.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/16/1981,0,0,-2.1,2.7,-6.4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/17/1981,0,0,-3,-1.9,-3.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/18/1981,0,10,-2.1,1.2,-3.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/19/1981,0,0,-3.2,-1.7,-4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",2/20/1981,0,0,-3,-1.3,-3.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/21/1981,0.7,0,-2.5,-0.7,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/22/1981,0,20,-3.6,0.3,-7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/23/1981,0,0,-3.2,0.9,-5.8
SZ000003700,"ZUERICH FLUNTERN, SZ",2/24/1981,0,0,-1,4.5,-4.7
SZ000003700,"ZUERICH FLUNTERN, SZ",2/25/1981,0,0,-1.5,1.6,-4.6
SZ000003700,"ZUERICH FLUNTERN, SZ",2/26/1981,0,0,-0.2,2.5,-3.4
SZ000003700,"ZUERICH FLUNTERN, SZ",2/27/1981,0,0,-2,3.7,-5.2
SZ000003700,"ZUERICH FLUNTERN, SZ",2/28/1981,5.5,0,-0.9,1.7,-4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/1/1981,0.8,0,3.4,7.1,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/2/1981,8.2,0,3.8,6.8,1.8
SZ000003700,"ZUERICH FLUNTERN, SZ",3/3/1981,16.6,0,2.3,4.9,0.3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/4/1981,3,30,1.5,2.8,0.2
SZ000003700,"ZUERICH FLUNTERN, SZ",3/5/1981,0,10,2.8,6,0.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/6/1981,5.9,0,3.3,7.4,0
SZ000003700,"ZUERICH FLUNTERN, SZ",3/7/1981,0,0,7.4,12.5,3.2
SZ000003700,"ZUERICH FLUNTERN, SZ",3/8/1981,12.8,0,8.4,11.8,6.1
SZ000003700,"ZUERICH FLUNTERN, SZ",3/9/1981,1.5,0,10.6,14.6,6.8
SZ000003700,"ZUERICH FLUNTERN, SZ",3/10/1981,0.6,0,10.4,13.8,7.6
SZ000003700,"ZUERICH FLUNTERN, SZ",3/11/1981,2.8,0,13.1,18.7,8.3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/12/1981,21.4,0,12.2,13.3,6.6
SZ000003700,"ZUERICH FLUNTERN, SZ",3/13/1981,1.4,0,3.8,9,5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/14/1981,0,0,6.8,10,4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/15/1981,0,0,4.2,6.5,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/16/1981,1.7,0,1.5,8.5,1.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/17/1981,1.6,0,-0.4,5.5,-0.4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/18/1981,0.4,10,0.6,3.3,-0.6
SZ000003700,"ZUERICH FLUNTERN, SZ",3/19/1981,0,0,2.5,7.5,-1.8
SZ000003700,"ZUERICH FLUNTERN, SZ",3/20/1981,0,0,6.1,13.3,0.4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/21/1981,0,0,9.3,15.7,3.3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/22/1981,0.1,0,8.8,13.7,4.5
SZ000003700,"ZUERICH FLUNTERN, SZ",3/23/1981,7.5,0,10,13.7,7.4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/24/1981,4.1,0,13.4,17.4,10
SZ000003700,"ZUERICH FLUNTERN, SZ",3/25/1981,0,0,13.2,20,9.9
SZ000003700,"ZUERICH FLUNTERN, SZ",3/26/1981,14.3,0,11.6,15.1,6.6
SZ000003700,"ZUERICH FLUNTERN, SZ",3/27/1981,0,0,9.6,15.6,4.3
SZ000003700,"ZUERICH FLUNTERN, SZ",3/28/1981,0,0,9.6,17.3,2.8
SZ000003700,"ZUERICH FLUNTERN, SZ",3/29/1981,0,0,14.3,21.3,8.4
SZ000003700,"ZUERICH FLUNTERN, SZ",3/30/1981,1.5,0,9.7,11.2,7.9
SZ000003700,"ZUERICH FLUNTERN, SZ",3/31/1981,0,0,10.4,14.3,7.8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/1/1981,0,0,10.3,12.5,8.2
SZ000003700,"ZUERICH FLUNTERN, SZ",4/2/1981,0,0,11.4,17.4,7.6
SZ000003700,"ZUERICH FLUNTERN, SZ",4/3/1981,0,0,12.6,15.6,9.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/4/1981,0,0,12,16.8,7.9
SZ000003700,"ZUERICH FLUNTERN, SZ",4/5/1981,2.8,0,8,11,5.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/6/1981,3.2,0,7.8,13.1,4.4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/7/1981,0.1,0,11.4,19,4.9
SZ000003700,"ZUERICH FLUNTERN, SZ",4/8/1981,0,0,14,18.8,10.4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/9/1981,0,0,13.4,19.4,7.9
SZ000003700,"ZUERICH FLUNTERN, SZ",4/10/1981,0,0,14.5,21,8.5
SZ000003700,"ZUERICH FLUNTERN, SZ",4/11/1981,0,0,14.5,20.1,8.8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/12/1981,0,0,16.8,21.7,12.6
SZ000003700,"ZUERICH FLUNTERN, SZ",4/13/1981,0,0,15.6,23.1,9.8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/14/1981,0,0,15.1,21.7,9.8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/15/1981,0,0,13.6,19.8,8.8
SZ000003700,"ZUERICH FLUNTERN, SZ",4/16/1981,0,0,12.9,18.5,5.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/17/1981,0,0,5.8,10.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",4/18/1981,0,0,2.8,7.1,-1
SZ000003700,"ZUERICH FLUNTERN, SZ",4/19/1981,0,0,2.4,7.9,-1.9
SZ000003700,"ZUERICH FLUNTERN, SZ",4/20/1981,0,0,5.3,11.4,1.7
SZ000003700,"ZUERICH FLUNTERN, SZ",4/21/1981,0,0,6.6,13,1.7
SZ000003700,"ZUERICH FLUNTERN, SZ",4/22/1981,0,0,7.6,14.5,1
SZ000003700,"ZUERICH FLUNTERN, SZ",4/23/1981,0,0,7,14.1,1
SZ000003700,"ZUERICH FLUNTERN, SZ",4/24/1981,0,0,6.2,12.1,1.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/25/1981,0,0,10,16.1,3.6
SZ000003700,"ZUERICH FLUNTERN, SZ",4/26/1981,5.9,0,6.7,11.7,1.6
SZ000003700,"ZUERICH FLUNTERN, SZ",4/27/1981,4.4,0,3.2,4.9,1.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/28/1981,2.2,0,3.7,6,1.3
SZ000003700,"ZUERICH FLUNTERN, SZ",4/29/1981,0.2,0,5.3,7.5,3.4
SZ000003700,"ZUERICH FLUNTERN, SZ",4/30/1981,2.9,0,9.3,15.8,4.8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/1/1981,10.8,0,9.6,12,7.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/2/1981,1.7,0,5.5,7.7,3.4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/3/1981,1.3,0,5.2,6.6,2.9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/4/1981,5,0,5.1,11,3.3
SZ000003700,"ZUERICH FLUNTERN, SZ",5/5/1981,3.3,0,4.9,8,2.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/6/1981,0.1,0,8.2,12.9,4.3
SZ000003700,"ZUERICH FLUNTERN, SZ",5/7/1981,0,0,13,22.4,4.9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/8/1981,0,0,15.4,20,10.8
SZ000003700,"ZUERICH FLUNTERN, SZ",5/9/1981,0,0,16.5,23.7,8.7
SZ000003700,"ZUERICH FLUNTERN, SZ",5/10/1981,0,0,18.6,26.2,11.2
SZ000003700,"ZUERICH FLUNTERN, SZ",5/11/1981,1.4,0,11.3,16.5,6.5
SZ000003700,"ZUERICH FLUNTERN, SZ",5/12/1981,5.6,0,10.7,16.8,5.2
SZ000003700,"ZUERICH FLUNTERN, SZ",5/13/1981,1,0,10.1,12.5,8.4
SZ000003700,"ZUERICH FLUNTERN, SZ",5/14/1981,0,0,11.9,16.3,9.1
SZ000003700,"ZUERICH FLUNTERN, SZ",5/15/1981,0,0,12.6,19.3,7.9
SZ000003700,"ZUERICH FLUNTERN, SZ",5/16/1981,2.3,0,12.9,20.6,8.2
